Gap_4_Candles,Opening_5th_Candle,Max_Next_4,Min_Next_4
3.84,1654.857,1656.478,1649.018
3.78,1654.718,1654.798,1648.448
5.14,1651.777,1654.288,1648.448
5.03,1652.988,1653.148,1648.448
7.46,1649.677,1653.148,1646.508
6.35,1650.978,1653.148,1645.647
5.84,1652.387,1652.577,1645.647
4.7,1651.468,1651.528,1645.647
6.64,1647.587,1651.368,1645.647
7.501,1647.298,1652.148,1646.788
6.93,1649.608,1652.148,1648.747
5.881,1650.608,1652.148,1648.157
5.721,1649.928,1652.148,1648.157
5.36,1651.157,1652.598,1648.157
3.401,1650.067,1652.598,1648.157
3.991,1650.628,1652.598,1649.327
3.991,1650.598,1652.598,1650.347
4.441,1651.908,1652.328,1649.367
4.441,1651.667,1652.327,1647.987
3.271,1651.758,1651.927,1647.987
2.251,1651.567,1651.567,1647.987
2.961,1649.497,1651.208,1647.987
4.34,1650.037,1651.578,1649.007
3.94,1650.148,1651.578,1649.248
3.58,1650.047,1651.768,1649.748
3.221,1651.108,1651.897,1650.177
2.571,1651.187,1652.047,1650.538
2.33,1651.158,1652.398,1651.047
2.02,1651.567,1652.498,1651.047
1.72,1651.687,1652.498,1651.047
1.509,1651.467,1652.548,1651.358
1.351,1652.398,1654.228,1652.037
1.451,1652.348,1654.318,1652.037
1.451,1652.148,1654.318,1652.037
1.19,1652.448,1654.318,1651.468
2.191,1654.078,1654.318,1651.097
2.281,1653.127,1653.198,1650.758
2.281,1652.878,1653.098,1650.758
2.85,1652.157,1653.248,1650.758
3.221,1651.727,1653.248,1650.758
2.44,1651.448,1653.248,1650.498
2.34,1651.998,1653.248,1650.498
2.49,1652.877,1653.228,1650.498
2.49,1652.407,1653.228,1650.498
2.75,1650.718,1653.228,1650.598
2.75,1652.575,1652.678,1650.077
2.73,1651.868,1652.517,1649.398
2.73,1651.608,1651.898,1649.398
2.63,1651.317,1651.617,1649.398
2.601,1650.505,1650.605,1649.398
3.119,1649.617,1650.605,1648.898
2.5,1649.988,1650.605,1648.598
2.219,1649.797,1650.237,1647.698
1.207,1649.598,1649.898,1645.718
1.707,1649.198,1649.385,1645.417
2.007,1649.088,1649.167,1644.807
2.539,1648.137,1648.137,1644.807
4.18,1646.018,1647.468,1644.807
3.968,1646.157,1647.648,1644.807
4.36,1645.898,1647.648,1644.398
3.33,1646.177,1647.648,1642.368
2.661,1646.957,1647.648,1642.257
2.841,1646.757,1646.807,1639.707
3.25,1645.557,1646.017,1637.597
5.28,1642.607,1643.737,1637.567
5.391,1642.307,1645.098,1637.567
7.1,1640.807,1646.898,1637.567
8.42,1638.317,1646.898,1637.567
6.17,1639.127,1646.898,1638.387
7.531,1642.798,1646.898,1639.017
9.331,1644.628,1644.698,1639.017
9.331,1641.587,1642.048,1639.017
8.511,1639.598,1642.048,1639.457
7.881,1641.548,1642.048,1639.507
5.681,1640.648,1642.017,1638.988
3.031,1640.987,1642.017,1638.988
2.591,1640.017,1642.017,1635.577
2.541,1640.427,1642.017,1632.667
3.029,1641.797,1641.857,1632.527
3.029,1639.457,1639.818,1631.778
6.44,1635.737,1635.738,1631.728
9.35,1633.488,1634.478,1631.728
9.33,1632.988,1635.467,1631.728
8.04,1632.147,1635.467,1631.728
4.01,1633.138,1635.467,1630.517
2.75,1633.188,1636.457,1630.267
3.739,1635.058,1636.518,1630.267
3.739,1634.035,1636.518,1630.267
4.95,1633.417,1636.518,1630.267
6.19,1634.188,1637.348,1632.508
6.251,1634.798,1637.348,1631.177
6.251,1635.337,1637.348,1631.177
6.251,1633.258,1637.348,1631.177
4.84,1633.388,1637.587,1631.177
6.171,1633.297,1637.587,1631.277
6.171,1634.898,1637.587,1632.878
6.171,1636.977,1637.587,1631.427
6.41,1634.658,1635.608,1630.628
6.31,1633.727,1635.608,1630.198
4.709,1634.048,1634.318,1628.617
6.16,1632.077,1632.298,1628.217
4.98,1631.308,1632.298,1628.107
5.41,1630.397,1631.087,1628.107
5.701,1629.138,1630.327,1627.728
4.081,1628.577,1630.327,1627.728
4.191,1628.998,1630.327,1627.728
2.98,1629.458,1630.137,1627.728
2.599,1628.367,1630.137,1627.758
2.599,1629.757,1630.058,1627.758
2.599,1628.188,1629.328,1627.758
2.409,1628.268,1629.328,1627.657
2.379,1628.768,1629.328,1627.487
2.3,1629.087,1629.678,1627.487
1.57,1628.488,1629.738,1627.487
1.671,1628.048,1629.738,1627.487
1.841,1628.318,1629.738,1628.268
2.191,1628.765,1629.738,1628.308
2.251,1629.008,1629.408,1628.308
2.251,1629.378,1629.378,1628.327
1.47,1628.747,1629.547,1628.327
1.43,1628.777,1630.125,1628.327
1.1,1628.858,1630.125,1628.258
1.051,1629.468,1630.125,1627.768
1.22,1629.458,1630.125,1627.447
1.798,1629.398,1629.587,1627.257
1.867,1628.298,1628.398,1626.247
2.357,1627.938,1628.027,1626.247
2.678,1627.668,1628.177,1625.798
2.33,1627.287,1629.207,1625.798
2.151,1626.578,1629.207,1625.798
1.78,1626.907,1629.207,1625.798
2.379,1627.998,1629.207,1625.098
3.409,1628.617,1629.008,1624.988
3.409,1628.567,1628.688,1624.988
3.409,1628.298,1628.598,1623.947
4.109,1625.698,1626.998,1623.947
4.02,1625.997,1626.998,1623.038
3.7,1626.698,1626.998,1622.257
4.651,1624.488,1626.748,1622.257
3.051,1624.567,1626.907,1622.257
3.96,1623.498,1626.907,1622.257
4.741,1623.937,1626.907,1623.858
4.491,1626.308,1626.907,1625.098
4.65,1625.258,1626.698,1624.878
4.65,1625.547,1631.398,1624.878
3.049,1625.457,1631.398,1624.878
1.809,1626.077,1632.828,1624.878
1.82,1625.397,1634.698,1625.348
6.52,1629.287,1634.837,1628.547
6.52,1629.138,1634.837,1629.038
7.95,1632.737,1634.837,1631.298
9.35,1634.427,1634.837,1629.698
6.29,1633.257,1633.398,1629.698
5.799,1632.487,1632.637,1628.598
3.539,1632.097,1632.097,1628.437
5.139,1631.177,1631.617,1626.918
3.7,1630.348,1630.798,1626.918
4.039,1629.167,1630.837,1626.918
3.66,1629.717,1633.938,1626.918
4.699,1628.098,1633.938,1627.077
3.88,1629.967,1633.938,1627.077
3.919,1629.587,1633.938,1628.558
7.02,1632.607,1633.238,1628.558
6.861,1631.738,1632.838,1628.558
6.861,1629.587,1633.417,1628.558
5.38,1629.568,1634.458,1628.837
4.68,1629.097,1635.837,1629.097
4.28,1632.747,1635.837,1632.097
4.859,1632.198,1635.837,1632.097
5.621,1633.847,1638.698,1632.728
6.74,1634.738,1638.758,1632.728
3.74,1633.098,1639.228,1632.788
3.74,1633.167,1639.228,1633.147
5.97,1638.597,1639.228,1636.328
6.03,1637.877,1639.228,1635.317
6.44,1638.398,1639.198,1635.317
6.081,1637.257,1638.888,1635.317
2.9,1636.428,1639.918,1632.077
3.911,1637.157,1639.918,1631.717
3.881,1636.758,1639.918,1630.948
3.571,1637.307,1639.918,1630.948
7.841,1632.708,1634.937,1630.157
8.201,1632.447,1634.548,1630.157
8.97,1633.547,1639.518,1630.157
8.97,1631.568,1642.558,1630.157
4.78,1633.227,1642.558,1632.387
4.391,1632.467,1644.998,1632.387
9.361,1638.698,1645.438,1638.318
12.401,1642.167,1645.438,1639.878
10.171,1640.657,1645.438,1640.117
12.611,1644.618,1645.438,1640.327
7.12,1644.907,1645.048,1638.418
5.56,1640.897,1643.698,1637.168
5.321,1642.448,1642.958,1635.988
5.111,1641.107,1641.338,1634.988
6.63,1638.968,1639.657,1631.858
6.53,1637.188,1637.807,1631.858
6.97,1636.207,1636.267,1630.637
6.35,1636.027,1636.068,1629.398
7.799,1632.737,1633.467,1628.128
5.949,1631.977,1632.217,1628.128
5.63,1630.927,1631.067,1628.128
6.67,1630.717,1631.007,1627.997
5.339,1628.437,1630.227,1627.827
4.089,1628.187,1630.227,1624.648
2.939,1628.807,1629.437,1624.558
3.01,1628.447,1629.108,1624.558
2.4,1627.997,1628.068,1624.558
5.579,1625.447,1627.798,1624.558
4.879,1626.248,1627.917,1625.548
4.55,1626.718,1628.117,1626.258
3.51,1627.107,1628.147,1626.618
3.24,1627.717,1628.227,1626.798
2.369,1627.837,1628.227,1626.237
1.859,1627.407,1628.227,1626.237
1.529,1627.498,1628.227,1625.497
1.429,1626.955,1627.067,1625.158
1.99,1626.377,1627.098,1625.158
1.99,1626.547,1627.098,1625.158
2.73,1625.518,1627.288,1625.138
1.909,1625.378,1627.288,1625.138
1.94,1626.268,1627.288,1625.138
1.94,1626.828,1627.517,1625.138
2.15,1625.487,1627.517,1625.477
2.15,1626.328,1628.107,1625.738
2.15,1626.868,1628.107,1625.777
2.379,1626.738,1628.107,1625.777
2.04,1626.808,1628.107,1625.777
2.369,1626.237,1627.498,1625.777
2.33,1627.068,1627.498,1625.798
2.33,1626.897,1627.118,1625.128
2.33,1626.158,1627.098,1625.028
1.721,1626.198,1627.098,1625.028
1.7,1626.298,1626.707,1621.048
1.99,1625.437,1626.707,1620.508
2.07,1626.517,1626.608,1620.307
2.07,1626.137,1626.147,1620.098
5.659,1621.008,1622.477,1620.098
6.199,1621.498,1622.477,1620.098
6.301,1620.747,1622.477,1619.678
6.049,1621.767,1622.197,1619.678
2.379,1621.187,1622.787,1619.678
2.379,1621.627,1622.787,1619.678
2.799,1620.027,1622.787,1619.917
2.519,1620.707,1622.787,1619.668
3.109,1622.487,1622.617,1619.668
3.109,1621.167,1622.718,1619.668
2.87,1620.838,1622.718,1617.067
3.119,1619.997,1626.808,1617.067
2.949,1622.047,1627.098,1617.067
3.05,1621.025,1627.098,1617.067
5.651,1618.017,1627.098,1617.847
9.741,1626.057,1627.098,1620.388
10.031,1625.558,1625.558,1619.037
10.031,1623.588,1623.588,1619.037
9.251,1622.288,1622.537,1619.037
6.71,1620.998,1624.608,1619.037
6.521,1620.067,1624.608,1619.148
4.551,1620.437,1625.808,1620.327
3.5,1622.097,1626.837,1620.798
5.571,1624.347,1626.837,1622.858
5.46,1624.157,1626.837,1623.907
5.481,1625.228,1626.837,1623.907
6.039,1625.407,1627.027,1623.907
3.979,1625.888,1627.898,1623.907
2.93,1624.517,1627.898,1622.888
2.93,1625.008,1627.898,1622.727
3.12,1624.978,1627.898,1621.637
3.991,1626.527,1626.868,1619.078
5.01,1623.408,1624.187,1618.987
5.171,1622.977,1633.348,1618.987
6.261,1621.837,1635.678,1618.987
7.79,1621.187,1635.678,1618.987
5.2,1623.298,1638.898,1620.258
14.361,1630.978,1642.907,1629.127
16.691,1629.787,1644.548,1629.278
16.691,1632.347,1644.548,1630.117
18.64,1637.677,1644.548,1634.317
13.78,1642.497,1644.548,1634.317
15.27,1641.368,1643.698,1634.317
14.431,1638.038,1646.997,1634.317
10.231,1639.498,1646.997,1636.348
10.231,1639.127,1650.848,1636.348
9.381,1641.948,1653.998,1639.048
12.68,1642.697,1653.998,1640.677
10.649,1645.397,1653.998,1645.148
14.5,1650.687,1653.998,1647.177
14.95,1650.237,1654.248,1647.177
13.321,1648.707,1654.248,1648.487
8.85,1650.907,1654.248,1650.617
6.821,1651.297,1654.248,1650.617
7.071,1652.407,1653.648,1650.617
5.761,1650.997,1653.648,1650.948
3.631,1652.187,1654.298,1650.948
3.631,1651.767,1654.548,1650.948
3.031,1651.758,1654.918,1650.948
2.7,1652.237,1656.928,1652.167
3.35,1653.827,1656.928,1652.827
3.6,1653.628,1656.928,1652.827
3.97,1654.648,1656.928,1653.728
4.761,1655.867,1655.998,1653.728
4.101,1654.258,1656.648,1653.828
4.101,1654.938,1657.798,1653.828
3.2,1654.798,1663.298,1654.088
2.27,1654.288,1663.298,1654.088
2.82,1655.948,1663.298,1655.748
3.97,1657.608,1663.298,1657.028
9.21,1658.947,1661.658,1657.028
9.21,1659.767,1661.658,1656.458
7.55,1661.018,1665.487,1656.458
6.27,1659.028,1670.748,1656.458
4.63,1657.778,1670.748,1656.458
5.2,1656.818,1670.748,1656.548
9.029,1665.448,1670.748,1657.757
14.29,1661.077,1663.248,1656.248
14.29,1659.787,1661.777,1654.548
14.2,1659.687,1661.777,1653.948
12.991,1658.768,1659.198,1653.948
7,1656.887,1656.977,1653.547
7.229,1655.827,1656.908,1652.357
7.829,1655.308,1656.908,1651.728
5.25,1654.988,1655.348,1651.728
3.43,1653.577,1656.098,1651.728
4.551,1652.638,1656.098,1651.728
5.18,1653.688,1656.098,1653.387
3.62,1654.427,1656.098,1653.387
4.37,1655.487,1655.697,1653.278
4.37,1654.148,1655.088,1653.278
2.711,1654.567,1656.248,1653.278
2.711,1654.048,1658.178,1653.278
2.419,1653.848,1658.448,1653.718
1.81,1655.058,1658.488,1654.767
2.97,1655.848,1658.488,1655.207
4.9,1657.948,1658.488,1653.748
4.73,1657.927,1658.488,1653.748
3.721,1656.718,1657.648,1653.557
3.281,1655.348,1656.687,1653.557
4.74,1654.407,1657.187,1653.557
4.74,1654.328,1657.187,1653.548
4.091,1654.527,1658.248,1652.897
3.13,1656.217,1658.248,1649.577
3.63,1654.748,1658.248,1648.688
3.639,1655.097,1658.248,1648.688
5.351,1653.747,1653.948,1647.757
8.671,1650.757,1652.038,1646.467
9.56,1649.927,1651.348,1644.197
9.56,1649.147,1649.908,1644.197
6.191,1648.678,1649.857,1644.197
5.571,1646.947,1649.857,1644.197
7.151,1646.498,1649.857,1645.257
5.711,1647.607,1649.857,1645.257
5.66,1649.057,1649.748,1645.257
5.66,1645.467,1650.167,1645.257
4.6,1646.647,1650.167,1646.178
4.6,1649.258,1650.167,1646.497
4.491,1648.437,1650.167,1646.497
4.91,1648.687,1649.868,1646.497
3.989,1647.868,1649.868,1646.497
3.67,1648.777,1652.258,1647.017
3.67,1647.617,1652.258,1647.017
3.371,1648.748,1652.258,1646.848
3.371,1649.068,1652.258,1646.848
5.241,1649.887,1651.348,1646.848
5.241,1649.558,1651.348,1646.797
5.41,1649.048,1651.348,1646.797
5.41,1650.047,1650.717,1644.557
4.5,1649.017,1654.298,1644.557
4.551,1647.897,1654.298,1644.557
4.551,1648.097,1654.298,1643.747
6.16,1645.397,1654.298,1643.747
9.741,1651.228,1651.707,1643.747
9.741,1649.467,1650.418,1643.747
10.551,1647.507,1650.418,1645.577
10.551,1647.737,1649.737,1645.577
7.96,1647.907,1651.828,1645.577
6.671,1647.507,1652.398,1646.757
4.841,1648.437,1652.598,1647.298
4.16,1648.108,1652.598,1647.298
6.251,1651.688,1652.598,1649.498
5.641,1651.968,1652.598,1649.498
5.3,1650.957,1651.507,1649.088
5.3,1650.397,1651.408,1649.068
3.1,1650.377,1650.707,1649.028
3.1,1649.998,1650.398,1648.418
2.419,1649.468,1650.247,1647.698
2.34,1649.748,1650.045,1647.577
1.679,1649.097,1650.648,1647.577
1.98,1648.747,1651.908,1647.577
2.549,1648.087,1651.908,1647.577
2.468,1649.008,1651.908,1648.668
3.071,1650.668,1651.908,1649.018
4.331,1651.418,1651.607,1648.948
4.331,1650.047,1650.298,1648.777
3.24,1649.108,1650.248,1648.777
2.89,1650.067,1650.168,1648.777
2.659,1648.878,1650.848,1648.777
1.521,1649.148,1651.348,1648.948
1.471,1649.748,1651.348,1648.998
1.391,1649.547,1651.827,1649.478
2.071,1650.548,1652.408,1650.327
2.4,1651.078,1652.408,1650.348
2.35,1650.777,1652.408,1650.777
2.349,1651.617,1652.408,1651.148
2.081,1652.078,1653.158,1650.677
2.06,1651.578,1653.568,1650.677
1.631,1651.548,1653.908,1650.677
1.26,1651.597,1653.908,1650.677
2.481,1652.198,1654.778,1651.958
2.891,1652.988,1654.778,1648.858
3.231,1653.478,1654.778,1648.658
3.231,1653.548,1654.778,1648.658
2.82,1652.817,1652.837,1648.658
5.92,1649.848,1650.838,1647.997
6.12,1650.368,1650.838,1647.037
6.12,1649.948,1650.358,1647.037
4.179,1649.438,1649.568,1647.037
2.841,1648.327,1651.568,1647.037
3.801,1648.487,1652.178,1648.448
3.321,1649.178,1652.248,1648.528
2.531,1648.818,1652.248,1648.737
4.531,1651.475,1652.248,1650.878
3.73,1651.787,1652.248,1650.478
3.72,1651.387,1652.118,1649.788
3.511,1651.958,1651.998,1647.998
1.37,1651.477,1651.998,1647.998
1.77,1650.708,1650.758,1647.998
2.33,1650.088,1650.388,1647.128
4,1648.278,1649.417,1647.128
4,1648.158,1651.278,1647.128
2.76,1648.258,1651.588,1647.128
3.26,1647.887,1651.588,1647.598
2.289,1648.877,1651.588,1647.828
4.15,1651.248,1651.588,1645.888
4.46,1650.288,1650.958,1644.688
3.99,1650.007,1650.748,1644.278
3.76,1647.857,1649.548,1644.278
5.7,1646.218,1648.167,1644.278
6.27,1644.617,1648.167,1644.278
6.47,1645.027,1648.167,1642.707
5.27,1647.617,1647.648,1642.538
3.889,1645.747,1646.837,1641.958
3.889,1645.798,1645.798,1641.328
5.46,1643.758,1643.908,1638.998
5.11,1642.788,1643.717,1638.857
4.879,1642.648,1643.177,1638.098
4.47,1641.717,1641.738,1638.098
4.91,1639.757,1641.518,1638.098
4.86,1639.278,1641.668,1638.098
5.079,1639.717,1643.617,1638.688
3.64,1640.088,1645.757,1639.157
3.42,1641.488,1645.757,1639.157
3.57,1640.525,1645.757,1640.248
4.929,1643.507,1645.757,1640.868
6.6,1644.757,1644.928,1638.858
6.6,1643.728,1644.928,1638.858
5.509,1644.398,1646.398,1638.858
4.889,1641.298,1653.828,1638.858
6.07,1641.148,1657.198,1640.428
6.07,1642.037,1660.248,1641.948
7.54,1646.008,1662.187,1645.598
14.97,1652.817,1662.187,1652.428
16.77,1656.558,1662.187,1653.598
18.3,1659.118,1662.187,1653.598
16.589,1659.008,1660.358,1653.598
9.759,1656.387,1657.448,1654.287
8.589,1656.348,1658.198,1654.357
8.589,1655.298,1658.198,1654.357
6.76,1655.548,1658.198,1654.677
3.161,1656.877,1658.198,1655.048
3.841,1656.587,1657.648,1654.318
3.841,1655.877,1656.998,1651.898
3.521,1656.667,1656.998,1651.898
3.15,1655.418,1656.607,1651.898
3.33,1654.518,1654.967,1651.898
5.1,1653.135,1655.767,1652.158
5.1,1653.067,1656.858,1652.468
4.709,1653.207,1656.858,1653.207
3.069,1654.208,1656.858,1653.998
3.609,1655.347,1656.858,1653.448
4.39,1656.037,1656.858,1653.288
3.651,1656.828,1656.858,1653.228
2.86,1654.387,1654.518,1652.488
3.41,1653.648,1654.268,1652.488
3.57,1653.897,1654.268,1652.488
3.63,1653.328,1653.848,1652.488
2.03,1653.198,1653.848,1652.297
1.78,1653.727,1653.748,1652.297
1.78,1653.448,1653.648,1651.298
1.36,1652.608,1653.197,1651.267
1.551,1652.848,1653.197,1651.267
1.451,1652.577,1653.197,1651.267
2.35,1652.458,1652.778,1650.958
1.93,1651.637,1652.698,1650.958
1.93,1651.527,1652.628,1650.958
1.93,1652.228,1652.718,1650.958
1.82,1651.448,1653.827,1650.838
1.74,1651.127,1653.827,1650.298
1.67,1651.498,1653.827,1650.298
1.76,1652.637,1653.827,1649.648
2.989,1651.128,1651.898,1649.558
3.529,1651.498,1653.848,1649.558
3.529,1650.948,1654.208,1649.558
4.179,1650.187,1654.208,1649.558
2.34,1651.497,1654.208,1651.227
4.29,1651.917,1654.208,1651.898
4.65,1653.198,1655.428,1652.178
4.65,1652.547,1656.318,1652.178
2.981,1653.757,1656.528,1653.178
2.31,1654.217,1657.418,1654.187
3.25,1655.377,1657.418,1655.008
4.14,1656.097,1657.418,1655.217
3.35,1655.828,1657.418,1655.217
3.231,1657.278,1657.385,1655.748
2.41,1656.368,1657.385,1655.748
2.201,1656.968,1657.218,1655.278
2.201,1656.348,1657.107,1654.998
1.637,1656.717,1657.107,1654.998
1.637,1656.217,1660.008,1654.998
1.94,1655.597,1660.127,1654.998
2.109,1655.098,1662.758,1655.017
2.109,1656.798,1663.658,1656.338
5.01,1659.898,1663.718,1657.508
5.129,1658.548,1665.127,1657.508
7.741,1662.397,1667.798,1661.518
7.32,1662.298,1667.878,1661.518
6.21,1663.228,1669.847,1662.678
7.619,1664.847,1671.378,1664.448
6.28,1665.888,1673.347,1664.448
6.36,1667.778,1673.347,1666.898
7.169,1669.578,1673.347,1668.658
6.93,1670.757,1673.348,1669.118
8.899,1670.358,1674.678,1669.118
6.449,1670.787,1674.678,1670.058
4.689,1672.137,1674.678,1669.468
4.23,1672.817,1674.678,1668.928
5.56,1672.698,1673.427,1668.108
4.62,1670.308,1671.088,1666.577
5.21,1669.978,1670.288,1666.577
5.75,1669.558,1670.548,1666.577
5.319,1668.637,1670.748,1666.577
4.511,1667.407,1671.348,1667.337
3.711,1669.775,1671.848,1668.367
3.971,1668.657,1671.848,1667.648
4.171,1670.217,1671.848,1667.628
4.011,1670.857,1671.848,1665.087
3.481,1669.727,1670.118,1662.867
4.2,1668.287,1669.598,1660.418
4.22,1668.768,1669.598,1660.418
6.761,1665.637,1666.317,1660.418
7.251,1663.457,1666.778,1660.418
9.18,1661.897,1667.127,1661.378
9.18,1663.858,1670.668,1661.378
5.899,1662.277,1670.718,1662.078
6.36,1664.417,1670.718,1663.617
5.749,1664.287,1670.718,1664.287
9.29,1670.028,1671.748,1664.358
8.64,1668.077,1672.498,1664.358
7.101,1666.038,1672.498,1665.707
6.431,1666.558,1672.498,1665.948
7.39,1671.648,1672.498,1664.948
8.14,1671.307,1672.117,1664.948
6.791,1668.327,1668.808,1664.948
6.55,1667.048,1668.808,1664.948
7.55,1666.717,1668.808,1665.248
7.169,1667.237,1668.808,1664.057
3.86,1667.878,1667.998,1663.818
3.86,1666.428,1667.048,1663.818
3.56,1666.258,1666.978,1663.818
4.751,1664.887,1666.978,1663.818
4.18,1665.128,1666.978,1664.738
3.23,1665.707,1666.978,1664.938
3.16,1666.658,1666.808,1663.818
3.16,1665.978,1666.808,1663.447
2.24,1666.148,1666.368,1663.447
2.04,1665.557,1665.658,1663.447
2.99,1664.348,1665.148,1663.447
3.361,1663.827,1665.148,1663.348
2.921,1663.908,1665.148,1663.048
2.211,1664.497,1665.148,1663.048
1.701,1664.397,1665.148,1663.048
1.8,1663.748,1665.148,1663.048
2.1,1663.687,1666.078,1663.627
2.1,1663.717,1666.078,1663.627
2.1,1664.477,1666.078,1663.848
2.1,1664.548,1666.078,1664.427
2.451,1665.298,1665.948,1664.477
2.451,1664.988,1667.377,1664.477
2.23,1664.818,1668.487,1664.677
1.651,1664.677,1669.287,1664.677
1.471,1665.858,1669.287,1665.798
2.9,1667.287,1669.287,1665.837
3.81,1668.018,1670.568,1666.167
4.61,1668.197,1670.648,1666.167
3.489,1666.917,1670.648,1666.167
3.45,1667.267,1670.648,1666.788
4.401,1670.588,1670.648,1664.568
4.481,1668.227,1668.857,1663.248
4.481,1667.647,1667.908,1662.107
3.86,1666.967,1667.007,1662.107
6.08,1664.617,1665.978,1662.107
5.609,1663.387,1665.978,1662.107
5.801,1662.248,1665.978,1662.248
4.9,1664.697,1665.978,1663.848
3.871,1665.198,1665.948,1663.127
3.871,1664.648,1665.158,1662.858
3.73,1664.108,1665.048,1662.848
2.13,1664.457,1665.988,1662.848
2.821,1664.007,1666.948,1662.848
2.3,1663.358,1667.458,1662.848
2.2,1663.448,1669.418,1663.267
3.14,1665.197,1669.548,1664.957
4.1,1666.557,1669.548,1665.367
4.61,1666.037,1669.548,1664.088
6.151,1669.468,1669.548,1661.598
4.591,1668.767,1668.987,1660.248
4.181,1665.658,1666.288,1658.857
5.46,1665.058,1665.108,1658.857
7.95,1661.787,1663.258,1658.857
8.739,1660.478,1663.258,1658.857
7.431,1662.588,1664.908,1659.278
6.251,1659.618,1666.558,1659.418
4.401,1662.077,1666.558,1661.127
4.401,1662.557,1666.558,1662.208
5.63,1664.637,1666.558,1661.777
7.14,1664.897,1665.538,1661.457
5.431,1663.787,1664.248,1661.457
4.35,1663.298,1663.618,1660.988
4.781,1661.767,1663.418,1660.988
4.081,1661.728,1663.418,1660.858
2.791,1662.018,1663.308,1659.658
2.63,1662.237,1662.958,1659.658
2.43,1662.548,1662.858,1659.658
2.56,1661.268,1663.357,1659.658
3.65,1660.718,1663.357,1660.167
3.3,1660.657,1663.357,1660.187
3.2,1661.488,1663.357,1660.348
3.699,1662.958,1664.377,1654.668
3.19,1661.798,1664.377,1654.668
3.17,1661.757,1664.377,1654.668
3.009,1660.828,1664.377,1654.668
9.709,1660.675,1663.987,1655.798
9.709,1660.077,1663.987,1655.798
9.709,1660.048,1663.987,1656.117
9.709,1661.257,1664.818,1656.428
8.189,1661.725,1665.398,1656.428
8.189,1661.637,1665.598,1656.428
7.87,1658.108,1665.598,1658.037
8.39,1663.908,1665.598,1659.618
8.97,1663.917,1665.598,1659.618
9.17,1660.487,1665.348,1659.618
7.561,1662.108,1665.348,1660.528
5.98,1663.567,1665.348,1660.467
5.98,1664.128,1665.348,1658.688
5.73,1662.268,1662.458,1656.648
4.82,1661.097,1662.218,1656.558
4.881,1661.158,1661.518,1656.558
6.66,1658.787,1661.618,1656.558
5.81,1656.627,1662.018,1656.558
5.66,1657.798,1662.018,1656.927
4.96,1660.057,1662.018,1658.568
5.06,1660.997,1662.018,1658.568
5.46,1661.088,1661.577,1658.078
5.091,1659.798,1660.318,1658.078
3.45,1658.878,1659.858,1657.698
3.45,1658.808,1659.958,1657.698
3.499,1659.267,1661.448,1657.698
2.24,1658.437,1662.378,1657.698
2.16,1658.658,1662.508,1658.658
2.26,1659.667,1662.508,1659.577
3.75,1661.288,1663.328,1660.798
4.68,1662.168,1663.398,1660.798
3.85,1661.678,1663.398,1660.798
2.931,1661.647,1663.398,1660.798
2.53,1661.278,1663.398,1660.908
2.6,1661.957,1662.998,1661.178
2.6,1661.448,1662.548,1661.178
2.6,1661.418,1662.918,1661.368
2.49,1661.718,1662.918,1661.438
1.82,1662.128,1662.918,1661.308
1.37,1662.398,1662.918,1660.757
1.55,1662.748,1662.898,1660.358
1.48,1662.828,1662.858,1660.358
1.61,1661.758,1662.498,1660.358
2.161,1661.428,1663.618,1660.358
2.54,1660.948,1663.618,1660.658
2.5,1662.195,1664.338,1660.907
2.14,1661.777,1666.377,1660.907
3.26,1662.708,1666.858,1661.308
2.96,1662.987,1666.858,1661.508
3.431,1663.638,1666.858,1663.558
5.47,1666.097,1666.858,1662.397
5.55,1664.677,1666.028,1662.397
5.35,1665.068,1666.028,1662.397
3.3,1664.187,1666.028,1662.397
4.461,1665.148,1666.028,1663.047
3.631,1663.628,1665.248,1663.047
3.631,1663.358,1665.248,1663.247
3.631,1664.128,1665.248,1663.388
2.981,1664.668,1665.248,1663.428
2.201,1664.468,1665.048,1663.388
2.001,1664.097,1665.048,1663.208
1.86,1664.098,1665.048,1659.698
1.82,1664.368,1665.048,1659.268
1.66,1663.768,1664.228,1658.398
1.84,1663.287,1663.608,1657.588
5.35,1659.988,1661.348,1657.588
5.78,1659.697,1661.348,1656.117
5.83,1658.978,1659.448,1652.707
6.02,1658.907,1659.448,1651.308
3.76,1658.857,1658.857,1651.308
5.231,1656.797,1657.648,1651.277
6.741,1653.177,1653.698,1650.278
8.14,1652.797,1653.698,1650.278
7.549,1652.268,1653.668,1647.798
6.371,1652.587,1653.668,1647.798
3.42,1651.108,1651.837,1647.798
3.42,1650.828,1651.837,1646.727
5.87,1650.687,1651.837,1646.388
5.87,1650.448,1651.167,1646.388
4.039,1648.797,1650.128,1646.388
5.11,1649.727,1649.838,1646.388
5.449,1647.687,1649.838,1647.417
4.779,1649.528,1649.838,1646.998
3.74,1649.097,1649.838,1646.158
3.45,1648.898,1651.258,1646.158
2.421,1648.058,1652.877,1646.158
2.84,1648.478,1652.877,1646.158
3.68,1648.528,1652.877,1647.588
5.1,1651.148,1652.877,1643.957
6.719,1650.677,1652.927,1639.898
6.719,1650.268,1652.927,1639.898
5.289,1648.617,1652.927,1639.898
8.92,1645.317,1652.927,1639.898
13.029,1646.127,1648.158,1640.837
13.029,1643.187,1648.598,1642.118
