Gap_4_Candles,Opening_5th_Candle,Max_Next_4,Min_Next_4
2.199,1735.818,1736.718,1733.935
1.729,1735.485,1736.718,1733.935
2.673,1735.595,1737.008,1735.398
2.783,1736.135,1737.618,1735.398
2.783,1735.488,1737.618,1735.398
2.783,1736.158,1737.618,1735.745
1.61,1736.965,1737.618,1735.745
2.22,1737.128,1737.215,1735.745
2.22,1736.368,1736.938,1735.745
1.873,1736.865,1736.915,1735.898
1.873,1736.565,1736.915,1735.798
1.47,1736.735,1736.915,1735.78
1.193,1736.135,1736.688,1735.78
1.017,1736.013,1736.688,1735.78
1.117,1736.088,1736.688,1735.78
1.135,1735.935,1736.688,1735.78
0.908,1736.485,1736.688,1735.78
0.908,1735.898,1736.588,1735.218
0.908,1735.908,1738.148,1735.218
0.908,1736.138,1739.468,1735.218
0.908,1735.818,1739.468,1735.218
1.37,1736.558,1739.468,1736.338
2.93,1738.108,1740.368,1737.388
4.25,1739.018,1740.368,1737.388
4.25,1737.878,1740.368,1734.528
3.13,1738.598,1740.368,1734.248
2.98,1737.838,1739.588,1734.248
2.98,1739.038,1739.588,1734.248
5.84,1734.738,1736.818,1734.248
6.12,1735.095,1738.818,1734.635
5.34,1735.575,1739.708,1735.218
5.34,1735.778,1739.708,1735.218
2.57,1736.708,1739.708,1736.498
4.183,1738.268,1739.708,1737.658
4.49,1739.355,1739.618,1737.658
4.49,1738.703,1739.378,1737.658
3.21,1738.258,1740.048,1737.709
2.05,1738.338,1740.128,1737.709
1.96,1738.105,1741.748,1737.884
1.72,1739.378,1742.319,1739.168
2.339,1739.538,1742.319,1739.335
2.419,1739.695,1742.958,1739.695
3.864,1741.578,1743.225,1740.258
3.151,1741.048,1744.278,1740.258
2.984,1741.905,1745.458,1741.438
3.263,1741.548,1745.915,1741.438
2.967,1742.225,1747.198,1741.815
4.02,1743.673,1747.458,1743.628
4.02,1744.998,1747.778,1744.558
4.477,1745.785,1747.778,1745.218
5.383,1746.948,1747.778,1744.408
3.83,1746.758,1747.778,1744.175
3.22,1746.278,1747.598,1744.175
2.56,1745.508,1747.798,1744.175
3.37,1744.828,1748.338,1744.175
3.603,1745.358,1749.088,1744.995
3.423,1747.085,1749.088,1746.105
3.623,1747.758,1749.088,1746.628
4.163,1747.955,1749.088,1746.518
4.093,1747.758,1748.358,1746.518
2.983,1747.648,1748.228,1745.405
2.46,1747.218,1747.448,1745.405
2.57,1746.878,1747.468,1745.405
1.84,1747.235,1747.468,1745.405
2.823,1746.255,1747.468,1744.465
2.043,1746.508,1747.468,1744.465
2.063,1746.508,1750.738,1744.465
2.063,1746.928,1752.148,1744.465
3.003,1745.418,1752.148,1744.468
3.003,1744.638,1752.148,1744.638
6.273,1750.285,1752.148,1745.718
7.683,1748.239,1752.078,1745.718
7.68,1748.365,1755.458,1745.718
7.51,1746.798,1756.568,1745.718
6.43,1748.108,1763.698,1747.908
6.36,1751.308,1765.388,1750.979
9.74,1753.698,1765.688,1752.478
10.85,1754.408,1766.678,1754.408
15.79,1763.288,1767.678,1762.558
14.409,1763.998,1767.678,1763.128
13.21,1765.228,1769.525,1764.198
12.27,1764.648,1769.525,1764.515
5.12,1765.568,1769.525,1764.515
4.55,1766.978,1769.525,1766.118
5.327,1769.255,1769.348,1766.358
5.01,1766.408,1769.178,1766.408
5.01,1768.078,1768.798,1765.658
3.407,1768.098,1768.368,1765.178
2.99,1768.188,1768.368,1764.978
2.77,1767.358,1767.988,1764.978
3.14,1765.978,1767.978,1764.978
3.19,1765.578,1767.978,1764.978
3.39,1766.018,1767.978,1765.598
3.01,1766.305,1767.978,1765.655
3,1767.258,1767.608,1765.655
3,1766.508,1767.015,1764.698
2.38,1765.988,1767.015,1763.645
2.323,1766.868,1767.015,1763.645
1.953,1766.145,1766.525,1763.645
2.317,1764.895,1765.108,1763.388
3.37,1764.025,1765.108,1763.388
3.37,1764.758,1764.988,1762.985
2.88,1763.955,1764.418,1762.838
1.72,1763.698,1764.768,1762.838
1.72,1763.558,1764.768,1762.838
2.003,1762.838,1764.768,1762.838
1.58,1764.245,1764.768,1762.828
1.93,1764.175,1764.438,1762.828
1.93,1763.708,1764.328,1762.828
1.93,1763.578,1764.328,1762.828
1.94,1763.098,1766.025,1763.068
1.61,1763.888,1766.025,1763.505
1.5,1763.995,1766.025,1763.505
1.5,1763.855,1766.025,1762.265
2.957,1764.828,1765.418,1761.345
2.52,1764.708,1765.118,1761.345
2.52,1763.808,1764.018,1761.345
3.76,1762.548,1763.928,1761.345
4.073,1762.595,1763.818,1760.588
3.773,1763.525,1763.655,1759.968
2.673,1761.675,1762.905,1759.728
2.583,1761.998,1762.278,1759.618
3.23,1761.028,1762.338,1759.618
3.687,1760.128,1762.418,1759.618
3.177,1759.948,1762.478,1759.618
2.66,1761.268,1763.275,1760.795
2.72,1762.338,1764.178,1761.755
2.8,1761.878,1764.298,1761.755
2.86,1762.168,1764.415,1762.085
2.48,1763.115,1764.878,1762.838
2.423,1763.608,1765.128,1763.375
2.543,1764.045,1765.288,1763.908
2.33,1764.415,1766.128,1763.957
2.04,1764.758,1766.128,1763.957
1.753,1764.075,1766.128,1763.185
1.38,1764.545,1766.128,1762.008
2.171,1765.378,1766.128,1761.435
2.171,1765.948,1766.078,1761.435
2.943,1764.618,1765.378,1761.435
4.12,1762.028,1765.718,1761.435
4.693,1762.888,1765.718,1761.845
4.643,1762.495,1765.718,1761.488
3.943,1765.408,1765.718,1761.488
4.283,1763.778,1767.138,1761.488
3.873,1762.458,1767.138,1761.488
4.23,1764.035,1767.138,1762.598
4.23,1765.188,1767.448,1764.538
5.65,1765.848,1767.448,1764.538
5.65,1764.718,1768.688,1764.538
4.54,1765.978,1771.155,1765.338
2.91,1765.885,1772.598,1765.338
2.91,1766.388,1773.478,1765.865
4.15,1768.578,1775.418,1768.245
5.817,1770.978,1778.738,1770.168
7.26,1771.738,1778.828,1771.518
7.613,1772.728,1778.828,1772.408
7.173,1774.818,1778.828,1774.481
8.57,1778.158,1779.198,1776.015
7.31,1776.905,1782.918,1776.015
6.42,1776.738,1783.448,1776.268
4.347,1777.498,1783.748,1776.908
3.183,1778.548,1783.748,1777.938
6.903,1782.528,1783.748,1775.258
7.18,1780.658,1783.748,1774.328
6.84,1781.008,1782.238,1772.158
5.81,1780.743,1782.238,1771.878
8.49,1776.038,1778.208,1771.878
9.42,1774.461,1780.648,1771.878
10.08,1774.228,1780.648,1771.878
10.36,1772.568,1780.648,1772.448
6.33,1777.718,1780.648,1775.598
8.77,1779.448,1780.318,1775.598
8.77,1775.858,1779.948,1775.598
8.2,1779.298,1779.948,1777.345
5.05,1778.678,1779.605,1777.018
4.72,1778.028,1779.605,1776.698
4.35,1778.338,1779.605,1776.648
2.603,1778.738,1779.968,1776.648
2.587,1777.965,1780.215,1776.648
2.907,1776.978,1780.215,1776.648
2.957,1777.305,1780.215,1777.305
3.32,1779.808,1780.215,1777.595
3.567,1779.418,1779.708,1777.595
3.567,1779.308,1779.368,1777.595
2.91,1777.828,1778.428,1777.255
2.62,1778.028,1778.495,1777.255
2.113,1777.718,1778.868,1777.255
1.773,1778.048,1778.868,1776.678
1.173,1777.808,1778.868,1775.648
1.24,1777.988,1778.868,1774.338
1.613,1777.675,1777.958,1774.338
2.19,1777.265,1777.265,1774.338
3.22,1775.678,1776.315,1774.338
4.53,1775.835,1776.998,1774.725
3.62,1775.365,1777.868,1775.175
2.927,1775.535,1777.868,1775.398
1.977,1775.598,1777.868,1775.398
2.273,1776.998,1777.868,1775.125
2.693,1775.588,1776.938,1774.638
2.47,1775.898,1778.065,1774.638
2.47,1775.665,1778.065,1774.638
2.743,1775.218,1778.065,1774.638
2.3,1776.655,1779.208,1776.145
3.427,1776.958,1780.235,1776.145
3.427,1777.265,1782.455,1776.145
3.427,1776.675,1783.455,1776.145
3.063,1777.608,1783.455,1777.488
4.09,1780.168,1783.455,1775.248
6.31,1781.235,1783.455,1773.018
7.31,1782.038,1783.188,1773.018
5.967,1777.775,1778.648,1773.018
8.207,1776.818,1777.715,1773.018
10.437,1777.055,1777.965,1774.919
10.17,1775.038,1778.998,1774.988
5.63,1776.305,1779.528,1775.818
4.697,1776.755,1779.528,1776.448
3.046,1776.678,1779.528,1776.658
4.01,1778.918,1779.528,1777.098
3.71,1778.178,1779.228,1776.828
3.08,1777.628,1778.385,1776.475
2.87,1777.695,1778.055,1776.475
2.43,1777.178,1778.125,1776.475
2.4,1776.878,1778.468,1776.475
1.91,1776.695,1778.468,1776.625
1.58,1776.885,1779.545,1776.885
1.65,1777.838,1779.545,1776.638
1.993,1778.268,1779.545,1775.228
1.843,1777.258,1780.238,1775.228
2.66,1778.728,1781.198,1775.228
2.907,1777.665,1781.305,1775.228
4.317,1777.138,1781.305,1776.608
5.01,1780.038,1781.305,1777.625
5.97,1780.298,1784.598,1777.625
6.077,1779.692,1787.095,1777.625
4.697,1779.085,1787.215,1778.585
3.68,1779.718,1787.215,1779.355
6.973,1783.958,1788.518,1783.228
9.47,1786.905,1788.518,1784.838
8.63,1785.408,1788.518,1784.838
7.86,1785.608,1789.808,1785.248
5.29,1787.838,1789.808,1786.128
3.68,1786.955,1789.808,1786.208
3.68,1787.605,1789.808,1787.088
4.56,1788.778,1789.968,1787.395
3.68,1788.065,1789.968,1786.847
3.6,1788.418,1789.968,1786.758
2.72,1788.555,1789.968,1785.435
2.573,1789.638,1789.878,1782.468
3.121,1787.358,1787.958,1780.845
3.21,1787.298,1787.958,1778.555
4.533,1786.468,1786.658,1775.398
7.41,1782.918,1783.358,1774.698
7.113,1781.278,1782.198,1774.698
9.403,1782.058,1782.198,1774.698
11.26,1776.178,1778.798,1771.795
8.66,1777.615,1778.488,1766.628
7.5,1776.968,1778.488,1766.628
7.5,1775.985,1776.878,1766.628
7.003,1772.008,1774.988,1766.628
11.86,1771.215,1774.988,1769.108
11.86,1771.538,1774.988,1769.108
10.25,1773.555,1775.878,1770.808
8.36,1772.898,1776.695,1770.808
5.88,1772.138,1776.695,1770.808
5.88,1773.688,1776.695,1771.855
5.07,1775.755,1776.695,1771.847
5.887,1775.307,1775.837,1771.287
5.887,1775.587,1775.587,1770.587
4.84,1773.318,1773.988,1768.895
4.848,1772.047,1772.758,1768.895
4.55,1771.398,1772.028,1768.895
5,1771.395,1771.978,1768.895
5.093,1771.017,1771.978,1769.415
3.863,1771.377,1771.978,1769.415
3.133,1770.648,1771.628,1769.415
3.083,1770.088,1771.628,1769.415
2.563,1771.235,1771.628,1769.687
2.563,1771.415,1771.648,1769.687
2.213,1770.255,1771.648,1769.687
2.213,1770.597,1771.648,1769.687
1.941,1770.087,1771.648,1769.628
1.961,1771.351,1771.428,1769.628
1.961,1770.455,1771.158,1769.628
1.961,1770.687,1771.068,1769.628
2.02,1770.737,1770.975,1770.028
1.8,1770.825,1771.298,1769.788
1.53,1770.665,1771.298,1769.788
1.44,1770.868,1771.298,1769.788
0.947,1770.187,1771.298,1769.788
1.51,1770.427,1771.395,1770.185
1.51,1770.375,1771.395,1770.185
1.51,1770.418,1771.395,1770.348
1.51,1770.925,1771.395,1770.388
1.21,1771.238,1772.448,1770.388
1.21,1770.968,1772.608,1770.498
1.047,1771.028,1772.608,1770.778
1.007,1771.268,1772.608,1769.928
2.06,1772.018,1772.608,1768.408
2.11,1772.568,1772.598,1767.428
1.83,1771.845,1771.865,1767.428
2.68,1770.018,1772.088,1767.428
4.2,1768.628,1772.088,1767.428
5.17,1769.585,1772.088,1768.132
4.437,1769.465,1772.088,1768.132
4.66,1769.275,1770.818,1765.488
4.66,1770.325,1770.395,1765.488
3.956,1768.428,1773.615,1765.488
3.956,1769.488,1775.578,1765.488
5.33,1766.498,1775.578,1766.228
4.907,1768.615,1775.578,1768.225
8.127,1773.565,1775.578,1771.875
10.09,1775.558,1775.558,1771.648
9.35,1773.298,1774.378,1771.648
7.353,1773.198,1773.418,1771.108
3.703,1771.905,1772.568,1771.108
3.91,1772.395,1772.568,1769.645
2.73,1771.918,1772.498,1768.935
2.31,1772.248,1772.465,1768.935
1.46,1771.705,1772.385,1768.935
2.923,1769.708,1772.058,1768.915
3.563,1769.918,1772.058,1767.158
3.53,1771.375,1772.058,1767.158
3.45,1771.348,1772.058,1767.122
3.143,1769.485,1770.475,1767.122
4.9,1768.198,1774.178,1767.122
4.9,1770.098,1774.178,1767.122
4.936,1768.125,1774.178,1767.595
3.353,1768.735,1774.178,1765.108
7.056,1773.895,1774.015,1765.108
7.056,1771.728,1771.828,1765.108
6.583,1768.838,1770.405,1765.108
9.07,1766.615,1769.615,1765.258
8.907,1768.535,1769.615,1763.505
6.72,1768.072,1770.145,1763.505
5.297,1767.218,1770.388,1763.505
4.357,1766.748,1770.388,1763.505
6.11,1764.618,1771.565,1764.318
6.64,1770.108,1771.948,1767.235
6.883,1767.728,1773.865,1767.728
6.883,1769.418,1775.075,1768.375
7.247,1770.458,1775.075,1770.028
4.713,1770.818,1775.518,1770.568
6.137,1772.308,1775.518,1769.552
6.7,1774.208,1775.518,1769.552
5.047,1774.195,1775.518,1766.028
4.95,1773.188,1773.735,1766.028
5.966,1770.155,1773.735,1765.958
5.966,1771.055,1771.138,1765.958
9.49,1767.308,1772.608,1765.958
7.707,1769.415,1773.688,1765.958
7.777,1768.458,1777.818,1767.025
5.18,1768.186,1777.828,1768.058
6.65,1772.418,1778.228,1771.418
7.73,1773.475,1778.228,1772.908
10.793,1776.078,1778.228,1772.908
9.77,1776.965,1778.228,1772.908
6.81,1774.468,1779.868,1772.908
5.32,1775.498,1779.898,1773.398
5.32,1775.598,1779.898,1773.398
5.32,1774.608,1780.328,1774.498
6.96,1778.352,1780.328,1777.098
6.5,1778.638,1780.328,1777.098
6.5,1779.208,1780.328,1777.408
5.83,1780.068,1780.298,1777.408
3.23,1778.478,1779.635,1777.408
3.23,1777.935,1779.635,1777.255
2.92,1779.085,1779.635,1777.255
2.89,1778.348,1778.758,1777.108
2.227,1778.215,1778.615,1776.848
2.38,1777.515,1778.615,1776.848
2.38,1777.718,1779.238,1776.848
1.65,1777.398,1779.358,1776.848
1.767,1777.365,1779.358,1777.045
1.767,1777.755,1779.358,1777.158
2.39,1779.238,1779.358,1777.078
2.51,1777.408,1779.045,1777.078
2.313,1777.858,1779.115,1777.078
2.2,1777.248,1779.115,1777.078
2.28,1778.905,1779.115,1777.598
1.967,1778.925,1779.115,1777.538
2.037,1777.838,1778.818,1777.538
2.037,1778.418,1778.818,1777.538
1.517,1777.848,1778.818,1777.538
1.577,1778.035,1778.818,1776.905
1.28,1778.058,1778.728,1776.168
1.28,1778.148,1778.308,1776.168
1.28,1777.655,1777.938,1776.168
1.913,1776.965,1779.888,1776.168
2.56,1777.438,1779.888,1776.418
2.14,1776.848,1779.888,1776.418
1.77,1777.928,1780.958,1777.098
3.72,1778.458,1780.958,1777.015
3.47,1778.808,1782.425,1777.015
3.47,1777.268,1782.425,1777.015
3.86,1778.218,1782.425,1777.015
3.943,1779.368,1782.425,1779.248
5.41,1781.628,1782.538,1779.618
5.41,1780.828,1782.688,1779.618
5.41,1781.068,1784.408,1780.072
3.177,1780.788,1784.608,1780.072
2.92,1780.308,1784.608,1780.072
3.07,1782.648,1784.608,1781.668
4.336,1784.168,1784.608,1781.368
4.536,1781.968,1782.818,1781.208
4.536,1782.585,1782.668,1780.328
2.94,1781.945,1782.445,1780.218
3.24,1781.488,1782.108,1780.218
1.61,1781.438,1783.598,1780.218
2.34,1780.328,1784.668,1780.218
2.227,1780.988,1785.638,1780.715
1.89,1781.898,1786.758,1781.758
3.38,1783.408,1786.758,1782.875
4.45,1784.515,1786.948,1783.118
4.923,1784.678,1787.978,1783.118
5,1786.408,1788.075,1784.658
3.883,1785.215,1788.315,1784.125
3.83,1786.715,1788.315,1780.988
4.86,1787.885,1788.315,1780.645
3.417,1787.858,1788.315,1780.645
4.19,1784.638,1784.798,1780.645
7.327,1781.958,1783.828,1780.645
7.67,1781.895,1783.828,1777.815
7.67,1782.655,1783.828,1777.815
4.153,1782.738,1782.758,1777.815
3.183,1780.998,1781.178,1777.785
6.013,1778.378,1779.618,1777.785
6.013,1778.835,1779.618,1777.638
4.943,1777.968,1779.618,1777.638
3.393,1778.998,1780.308,1777.638
1.833,1779.176,1781.408,1777.638
1.98,1778.645,1782.658,1778.278
1.98,1779.008,1782.965,1778.905
2.67,1779.525,1784.228,1779.525
3.77,1779.988,1784.228,1779.838
4.38,1781.928,1784.228,1781.778
4.06,1782.148,1785.158,1781.735
4.703,1783.845,1787.718,1781.735
4.39,1782.758,1787.718,1781.735
2.45,1783.252,1787.718,1781.735
3.423,1785.015,1787.718,1783.265
5.983,1786.575,1788.848,1783.265
5.983,1786.215,1797.508,1783.265
5.983,1784.698,1797.528,1783.265
4.453,1784.388,1797.528,1784.372
5.583,1788.848,1797.528,1788.808
14.243,1795.718,1797.528,1789.118
14.263,1791.478,1796.375,1789.058
13.156,1795.258,1795.318,1789.058
8.72,1793.738,1794.708,1789.058
8.41,1791.078,1794.795,1789.058
7.317,1792.128,1794.795,1791.205
6.26,1793.755,1794.795,1791.355
5.65,1793.288,1794.795,1791.158
5.737,1792.865,1794.515,1789.808
3.59,1793.478,1793.758,1789.808
3.44,1791.748,1792.838,1789.808
3.637,1791.158,1793.205,1789.808
4.707,1790.728,1793.275,1790.695
3.95,1791.488,1793.275,1790.848
3.03,1792.395,1793.275,1790.848
3.397,1792.608,1793.275,1790.848
2.58,1791.928,1793.228,1790.848
2.427,1791.885,1794.078,1790.925
2.427,1791.535,1794.278,1790.925
2.427,1792.575,1795.168,1792.165
2.38,1793.068,1795.168,1792.268
3.153,1793.948,1795.168,1793.288
3.353,1794.188,1795.168,1793.378
3.003,1794.438,1794.748,1793.378
2.9,1794.498,1794.498,1793.018
1.88,1794.228,1794.448,1793.018
1.79,1793.928,1794.395,1793.018
1.37,1794.025,1794.158,1793.018
1.48,1793.227,1794.158,1793.108
1.43,1793.878,1794.978,1793.478
1.377,1793.708,1794.978,1793.478
1.14,1793.738,1794.978,1793.508
1.05,1793.928,1794.978,1793.435
1.5,1794.525,1794.898,1792.878
1.5,1794.445,1794.768,1792.388
1.47,1793.778,1794.305,1792.378
1.543,1793.558,1794.128,1792.378
2.02,1793.148,1795.748,1792.378
2.38,1792.835,1795.748,1792.378
1.927,1792.808,1797.725,1792.558
1.75,1793.855,1797.748,1792.978
3.37,1794.258,1797.748,1792.978
3.37,1794.448,1797.748,1793.717
5.167,1797.438,1797.748,1793.028
4.77,1796.088,1796.088,1792.858
4.77,1795.048,1795.178,1792.858
4.031,1794.615,1795.178,1792.858
4.72,1793.458,1795.168,1792.808
3.23,1793.788,1795.168,1792.808
2.32,1794.638,1795.168,1792.478
2.32,1793.918,1793.928,1790.198
2.36,1792.908,1793.708,1790.198
2.36,1793.348,1793.498,1790.198
2.69,1792.758,1793.415,1790.198
3.73,1790.352,1793.905,1790.352
3.51,1791.575,1794.688,1790.738
3.3,1793.225,1794.688,1790.578
3.217,1792.448,1794.688,1788.118
3.553,1793.885,1794.688,1788.118
3.95,1791.218,1792.458,1788.118
4.11,1791.165,1792.545,1788.118
6.57,1788.688,1793.498,1788.268
6.57,1790.205,1793.505,1790.205
4.34,1790.528,1793.505,1790.528
4.427,1791.688,1793.505,1790.818
5.23,1793.478,1793.505,1790.818
3.3,1792.673,1793.252,1789.905
2.977,1792.565,1793.252,1789.595
2.687,1791.225,1792.165,1789.215
2.687,1791.335,1792.165,1789.215
3.347,1790.315,1792.165,1787.325
3.657,1789.995,1790.615,1785.545
2.95,1789.735,1790.615,1785.545
2.95,1789.978,1790.088,1785.545
4.84,1787.368,1789.805,1785.545
5.07,1786.735,1789.805,1786.318
5.07,1787.215,1789.805,1783.615
4.543,1789.388,1789.805,1783.615
4.26,1787.618,1788.718,1783.615
3.487,1787.015,1788.298,1783.615
6.19,1784.955,1788.888,1783.735
6.19,1786.715,1788.888,1782.145
5.103,1787.128,1788.888,1782.145
4.683,1787.395,1788.888,1782.145
5.153,1786.098,1787.358,1782.145
6.743,1782.545,1787.358,1780.838
6.743,1784.525,1787.358,1779.218
6.743,1786.955,1787.358,1779.218
5.213,1785.012,1787.808,1779.218
6.52,1783.378,1788.198,1779.218
8.14,1783.658,1788.198,1781.625
8.14,1784.968,1788.198,1783.198
8.59,1786.978,1788.198,1783.198
8.98,1785.738,1787.555,1783.198
6.573,1784.388,1787.555,1780.197
5,1786.678,1786.778,1779.148
5,1784.858,1785.478,1779.148
4.357,1784.437,1784.467,1777.328
7.358,1780.248,1783.105,1777.328
7.63,1782.055,1783.105,1777.328
6.33,1780.738,1781.765,1777.328
7.139,1778.848,1783.588,1778.825
5.777,1781.125,1783.588,1780.385
5.777,1780.805,1783.588,1780.298
4.437,1781.715,1783.588,1780.298
4.763,1782.558,1783.028,1778.605
3.203,1781.588,1782.478,1778.605
3.29,1781.588,1782.845,1778.605
3.29,1782.285,1782.865,1778.605
4.423,1779.925,1782.865,1779.435
3.873,1779.938,1782.865,1779.657
4.24,1782.588,1783.435,1781.268
4.26,1782.557,1783.895,1781.335
3.43,1781.648,1784.317,1781.335
3.208,1782.335,1784.317,1781.975
2.167,1783.055,1784.317,1782.815
2.56,1783.495,1784.335,1782.937
2.982,1783.337,1784.345,1782.937
2.342,1783.237,1784.345,1783.107
1.502,1783.847,1784.345,1783.107
1.398,1783.158,1786.108,1783.107
1.408,1784.035,1786.108,1783.435
1.238,1783.875,1786.108,1783.435
1.238,1783.875,1786.108,1783.712
3.001,1783.712,1785.565,1782.907
2.673,1784.895,1785.565,1782.907
2.673,1784.218,1785.058,1782.907
2.396,1784.005,1784.418,1782.907
2.658,1783.097,1784.418,1782.798
2.658,1783.807,1786.618,1782.798
2.151,1784.295,1788.148,1782.798
1.511,1783.545,1789.387,1782.798
1.62,1783.935,1789.595,1783.107
3.82,1786.255,1789.595,1786.015
5.35,1786.858,1789.595,1786.015
6.589,1789.228,1789.595,1786.818
6.488,1788.568,1788.688,1786.685
3.58,1786.958,1788.207,1785.868
3.58,1787.857,1788.207,1785.868
2.777,1787.838,1788.207,1785.868
2.003,1787.118,1787.288,1785.868
2.339,1786.845,1787.288,1784.978
2.339,1787.168,1787.288,1784.678
2.339,1786.415,1786.978,1784.095
1.42,1785.978,1786.978,1784.095
2.31,1786.015,1786.978,1784.095
2.61,1785.045,1785.268,1783.545
2.883,1784.995,1785.268,1782.608
2.883,1784.808,1785.188,1782.608
2.883,1784.665,1786.648,1782.608
1.723,1783.605,1786.648,1782.608
2.66,1783.347,1786.648,1782.568
2.58,1784.735,1786.648,1782.568
4.04,1786.285,1786.768,1782.568
4.04,1783.765,1786.768,1781.755
4.08,1783.838,1786.768,1781.488
4.08,1784.905,1786.768,1781.488
4.2,1785.288,1785.528,1781.488
5.013,1782.708,1784.427,1781.488
5.28,1783.558,1784.538,1781.795
5.28,1782.918,1785.215,1781.795
4.04,1781.837,1785.818,1781.837
2.939,1783.525,1785.818,1782.935
2.743,1784.385,1785.818,1783.875
3.42,1784.508,1787.148,1783.875
3.981,1784.688,1787.148,1784.235
2.883,1785.115,1787.148,1784.235
1.943,1785.005,1787.148,1785.005
3.273,1786.375,1788.248,1785.215
2.913,1785.608,1788.248,1785.178
2.913,1786.205,1788.248,1785.178
2.143,1786.925,1790.072,1785.178
3.033,1787.298,1791.648,1785.178
3.07,1786.668,1792.617,1786.228
3.07,1788.018,1794.538,1787.818
4.894,1788.728,1794.855,1787.988
6.47,1791.028,1795.028,1790.467
6.389,1792.275,1795.858,1790.018
6.72,1793.618,1795.858,1786.565
6.867,1793.848,1795.858,1784.562
4.561,1793.438,1795.858,1780.898
5.84,1790.095,1790.608,1776.505
9.293,1787.028,1788.498,1771.688
11.296,1785.158,1787.518,1769.865
14.96,1781.375,1782.348,1769.865
14.103,1779.738,1779.738,1769.865
16.81,1772.688,1777.888,1769.865
17.653,1772.535,1777.888,1771.298
12.483,1774.058,1777.888,1773.468
9.873,1775.265,1777.888,1775.185
8.023,1776.948,1777.738,1775.285
6.59,1776.985,1777.838,1775.475
4.42,1776.345,1778.198,1775.475
2.703,1776.538,1779.178,1775.475
2.453,1776.435,1779.178,1776.145
2.363,1777.618,1779.178,1777.038
2.723,1777.485,1779.178,1776.715
3.703,1778.738,1778.768,1776.345
3.033,1778.298,1778.475,1775.865
2.14,1777.265,1777.838,1775.865
2.463,1777.465,1777.838,1775.865
2.423,1776.475,1777.445,1775.308
2.61,1775.945,1777.445,1775.308
1.973,1776.855,1777.445,1775.308
1.973,1776.625,1776.785,1775.308
2.137,1776.248,1776.718,1775.428
2.137,1776.108,1776.718,1775.468
2.137,1776.225,1776.878,1775.805
1.477,1776.285,1776.998,1775.755
1.29,1776.225,1776.998,1774.438
1.25,1776.595,1776.998,1774.438
1.073,1776.698,1776.998,1774.438
1.243,1775.852,1776.258,1774.435
2.56,1774.718,1775.888,1773.738
2.56,1775.835,1775.888,1773.738
2.56,1775.038,1775.558,1773.738
1.823,1774.628,1775.608,1773.738
2.15,1774.828,1777.078,1773.975
2.15,1774.158,1778.538,1773.975
1.82,1774.605,1779.085,1774.465
1.87,1774.808,1779.085,1774.728
3.103,1776.428,1780.775,1776.278
4.563,1777.908,1780.785,1777.888
4.62,1778.498,1780.785,1777.918
4.357,1778.318,1781.075,1777.918
4.497,1780.275,1781.075,1777.918
2.897,1779.875,1781.135,1777.918
2.867,1778.728,1781.708,1778.668
3.157,1780.495,1781.708,1779.018
3.157,1779.548,1781.708,1779.328
3.217,1781.008,1782.798,1779.668
3.04,1780.628,1782.798,1779.668
2.69,1780.545,1782.798,1779.668
2.38,1780.988,1782.798,1780.468
3.13,1782.128,1782.638,1780.468
3.13,1782.068,1782.158,1780.468
3.13,1780.978,1781.215,1780.148
2.33,1780.848,1781.215,1780.008
2.17,1780.878,1781.538,1780.008
1.69,1781.145,1783.408,1780.008
1.067,1780.238,1783.408,1779.835
1.207,1780.558,1783.408,1777.158
1.53,1781.538,1783.408,1776.858
3.4,1782.408,1782.558,1775
3.573,1779.845,1780.095,1775
6.25,1779.058,1779.858,1775
6.55,1777.765,1779.295,1775
7.558,1775.318,1779.295,1775
5.095,1775.98,1779.295,1775.628
4.858,1778.775,1780.458,1775.628
4.295,1778.448,1781.705,1775.628
4.295,1776.058,1781.705,1775.938
3.667,1778.538,1781.705,1778.328
4.83,1779.908,1781.705,1778.515
6.077,1780.808,1782.078,1778.515
5.767,1779.888,1782.078,1778.515
3.377,1779.445,1782.078,1778.728
3.19,1780.528,1782.088,1779.085
3.563,1780.498,1782.088,1779.085
3.563,1780.475,1782.088,1778.678
3.35,1780.998,1782.088,1778.678
3.003,1780.218,1780.568,1776.885
3.003,1780.355,1780.408,1775.665
3.41,1779.715,1780.158,1775.155
3.41,1779.278,1779.568,1774.775
3.683,1777.295,1777.788,1771.877
4.743,1776.785,1777.788,1768.617
5.003,1775.608,1777.525,1768.617
4.793,1776.428,1777.767,1768.617
5.911,1772.108,1779.858,1768.617
9.171,1770.955,1779.928,1769.345
8.908,1773.818,1779.928,1773.538
9.15,1776.538,1779.928,1774.128
11.241,1778.617,1779.928,1772.508
10.583,1778.998,1779.388,1772.508
6.39,1777.068,1779.388,1772.508
5.8,1776.218,1780.083,1772.508
7.42,1776.295,1780.083,1776.275
6.88,1777.988,1780.083,1776.925
6.88,1779.017,1780.083,1776.925
7.575,1777.598,1779.418,1776.925
3.808,1777.598,1779.418,1777.088
3.158,1778.668,1779.458,1777.088
3.158,1778.285,1779.915,1777.718
2.493,1778.815,1779.915,1777.718
2.33,1778.688,1780.078,1777.778
2.37,1779.405,1780.655,1778.548
2.197,1779.228,1780.655,1778.548
2.197,1778.788,1780.655,1778.648
2.3,1779.618,1780.655,1778.775
2.107,1779.645,1780.088,1778.775
